protein1,protein2,combined_score
9606.ENSP00000442060,9606.ENSP00000318821,0
9606.ENSP00000360687,9606.ENSP00000354532,0
9606.ENSP00000355966,9606.ENSP00000222726,0
9606.ENSP00000273666,9606.ENSP00000301452,0
9606.ENSP00000328251,9606.ENSP00000482801,0
9606.ENSP00000359042,9606.ENSP00000278903,0
9606.ENSP00000368824,9606.ENSP00000254579,0
9606.ENSP00000265295,9606.ENSP00000387159,0
9606.ENSP00000246891,9606.ENSP00000347345,0
9606.ENSP00000493273,9606.ENSP00000448228,0
9606.ENSP00000312385,9606.ENSP00000261601,0
9606.ENSP00000381101,9606.ENSP00000278505,0
9606.ENSP00000423399,9606.ENSP00000428585,0
9606.ENSP00000236709,9606.ENSP00000459615,0
9606.ENSP00000358742,9606.ENSP00000352992,0
9606.ENSP00000398824,9606.ENSP00000493728,0
9606.ENSP00000337746,9606.ENSP00000265070,0
9606.ENSP00000252542,9606.ENSP00000296870,0
9606.ENSP00000365899,9606.ENSP00000377176,0
9606.ENSP00000469591,9606.ENSP00000367446,0
9606.ENSP00000342828,9606.ENSP00000263278,0
9606.ENSP00000490209,9606.ENSP00000471512,0
9606.ENSP00000394888,9606.ENSP00000221494,0
9606.ENSP00000046087,9606.ENSP00000301887,0
9606.ENSP00000358098,9606.ENSP00000285298,0
9606.ENSP00000367476,9606.ENSP00000380071,0
9606.ENSP00000300209,9606.ENSP00000352264,0
9606.ENSP00000304592,9606.ENSP00000239316,0
9606.ENSP00000300107,9606.ENSP00000356436,0
9606.ENSP00000244360,9606.ENSP00000393139,0
9606.ENSP00000490802,9606.ENSP00000363377,0
9606.ENSP00000415517,9606.ENSP00000206020,0
9606.ENSP00000265602,9606.ENSP00000258106,0
9606.ENSP00000332530,9606.ENSP00000343741,0
9606.ENSP00000473980,9606.ENSP00000304903,0
9606.ENSP00000364398,9606.ENSP00000265087,0
9606.ENSP00000285298,9606.ENSP00000294702,0
9606.ENSP00000342680,9606.ENSP00000480991,0
9606.ENSP00000250340,9606.ENSP00000290607,0
9606.ENSP00000321962,9606.ENSP00000373399,0
9606.ENSP00000344504,9606.ENSP00000385545,0
9606.ENSP00000303208,9606.ENSP00000427882,0
9606.ENSP00000295746,9606.ENSP00000293261,0
9606.ENSP00000002125,9606.ENSP00000339850,0
9606.ENSP00000216039,9606.ENSP00000392204,0
9606.ENSP00000295488,9606.ENSP00000380349,0
9606.ENSP00000454646,9606.ENSP00000308944,0
9606.ENSP00000354886,9606.ENSP00000218388,0
9606.ENSP00000275364,9606.ENSP00000234739,0
9606.ENSP00000335255,9606.ENSP00000372924,0
9606.ENSP00000402790,9606.ENSP00000265343,0
9606.ENSP00000363827,9606.ENSP00000282728,0
9606.ENSP00000242140,9606.ENSP00000251250,0
9606.ENSP00000288235,9606.ENSP00000337128,0
9606.ENSP00000261405,9606.ENSP00000478591,0
9606.ENSP00000296145,9606.ENSP00000368710,0
9606.ENSP00000215917,9606.ENSP00000293404,0
9606.ENSP00000375733,9606.ENSP00000379228,0
9606.ENSP00000261658,9606.ENSP00000423399,0
9606.ENSP00000182290,9606.ENSP00000429633,0
9606.ENSP00000348635,9606.ENSP00000265404,0
9606.ENSP00000495556,9606.ENSP00000330031,0
9606.ENSP00000307858,9606.ENSP00000305596,0
9606.ENSP00000359567,9606.ENSP00000446576,0
9606.ENSP00000382237,9606.ENSP00000497609,0
9606.ENSP00000357087,9606.ENSP00000334003,0
9606.ENSP00000325313,9606.ENSP00000249923,0
9606.ENSP00000335255,9606.ENSP00000360530,0
9606.ENSP00000387365,9606.ENSP00000324404,0
9606.ENSP00000289081,9606.ENSP00000356057,0
9606.ENSP00000367739,9606.ENSP00000359095,0
9606.ENSP00000316681,9606.ENSP00000230340,0
9606.ENSP00000354920,9606.ENSP00000490857,0
9606.ENSP00000342570,9606.ENSP00000300403,0
9606.ENSP00000247191,9606.ENSP00000360281,0
9606.ENSP00000364404,9606.ENSP00000241651,0
9606.ENSP00000324191,9606.ENSP00000357304,0
9606.ENSP00000332433,9606.ENSP00000480004,0
9606.ENSP00000370891,9606.ENSP00000009530,0
9606.ENSP00000244426,9606.ENSP00000219315,0
9606.ENSP00000245957,9606.ENSP00000312081,0
9606.ENSP00000367299,9606.ENSP00000221114,0
9606.ENSP00000225969,9606.ENSP00000304376,0
9606.ENSP00000346065,9606.ENSP00000356576,0
9606.ENSP00000339208,9606.ENSP00000252996,0
9606.ENSP00000416269,9606.ENSP00000298527,0
9606.ENSP00000257290,9606.ENSP00000357651,0
9606.ENSP00000366863,9606.ENSP00000310332,0
9606.ENSP00000287437,9606.ENSP00000234310,0
9606.ENSP00000250101,9606.ENSP00000237696,0
9606.ENSP00000240055,9606.ENSP00000293261,0
9606.ENSP00000350512,9606.ENSP00000374218,0
9606.ENSP00000366402,9606.ENSP00000312385,0
9606.ENSP00000254521,9606.ENSP00000453019,0
9606.ENSP00000432660,9606.ENSP00000230431,0
9606.ENSP00000301019,9606.ENSP00000278060,0
9606.ENSP00000496229,9606.ENSP00000293303,0
9606.ENSP00000316109,9606.ENSP00000303315,0
9606.ENSP00000344577,9606.ENSP00000264637,0
9606.ENSP00000246062,9606.ENSP00000297405,0
9606.ENSP00000338030,9606.ENSP00000239882,0
9606.ENSP00000262643,9606.ENSP00000426809,0
9606.ENSP00000317564,9606.ENSP00000367197,0
9606.ENSP00000354623,9606.ENSP00000349365,0
9606.ENSP00000247026,9606.ENSP00000300060,0
9606.ENSP00000361866,9606.ENSP00000298585,0
9606.ENSP00000360472,9606.ENSP00000459580,0
9606.ENSP00000469876,9606.ENSP00000321617,0
9606.ENSP00000357633,9606.ENSP00000249373,0
9606.ENSP00000297423,9606.ENSP00000249373,0
9606.ENSP00000379842,9606.ENSP00000376865,0
9606.ENSP00000371813,9606.ENSP00000322396,0
9606.ENSP00000318861,9606.ENSP00000270625,0
9606.ENSP00000263805,9606.ENSP00000298292,0
9606.ENSP00000248444,9606.ENSP00000348510,0
9606.ENSP00000281513,9606.ENSP00000478384,0
9606.ENSP00000263966,9606.ENSP00000225504,0
9606.ENSP00000303468,9606.ENSP00000370625,0
9606.ENSP00000254695,9606.ENSP00000484288,0
9606.ENSP00000353850,9606.ENSP00000353198,0
9606.ENSP00000403524,9606.ENSP00000233331,0
9606.ENSP00000356104,9606.ENSP00000356541,0
9606.ENSP00000273347,9606.ENSP00000295757,0
9606.ENSP00000383986,9606.ENSP00000369071,0
9606.ENSP00000263208,9606.ENSP00000346015,0
9606.ENSP00000478303,9606.ENSP00000260505,0
9606.ENSP00000346139,9606.ENSP00000266070,0
9606.ENSP00000310490,9606.ENSP00000355718,0
9606.ENSP00000307023,9606.ENSP00000295981,0
9606.ENSP00000331487,9606.ENSP00000218230,0
9606.ENSP00000275767,9606.ENSP00000484634,0
9606.ENSP00000375733,9606.ENSP00000259213,0
9606.ENSP00000415078,9606.ENSP00000246151,0
9606.ENSP00000260408,9606.ENSP00000366070,0
9606.ENSP00000365210,9606.ENSP00000270625,0
9606.ENSP00000333697,9606.ENSP00000340648,0
9606.ENSP00000481559,9606.ENSP00000288840,0
9606.ENSP00000295746,9606.ENSP00000267970,0
9606.ENSP00000278319,9606.ENSP00000397073,0
9606.ENSP00000239367,9606.ENSP00000368664,0
9606.ENSP00000266560,9606.ENSP00000373647,0
9606.ENSP00000221855,9606.ENSP00000357073,0
9606.ENSP00000360500,9606.ENSP00000283937,0
9606.ENSP00000364883,9606.ENSP00000319104,0
9606.ENSP00000228027,9606.ENSP00000477841,0
9606.ENSP00000335307,9606.ENSP00000362760,0
9606.ENSP00000335463,9606.ENSP00000424838,0
9606.ENSP00000273317,9606.ENSP00000490857,0
9606.ENSP00000295622,9606.ENSP00000242375,0
9606.ENSP00000495263,9606.ENSP00000253024,0
9606.ENSP00000364813,9606.ENSP00000312379,0
9606.ENSP00000367815,9606.ENSP00000479130,0
9606.ENSP00000326110,9606.ENSP00000343526,0
9606.ENSP00000244565,9606.ENSP00000371003,0
9606.ENSP00000361036,9606.ENSP00000373474,0
9606.ENSP00000265838,9606.ENSP00000382382,0
9606.ENSP00000287295,9606.ENSP00000376367,0
9606.ENSP00000350718,9606.ENSP00000295569,0
9606.ENSP00000352021,9606.ENSP00000283928,0
9606.ENSP00000262288,9606.ENSP00000252804,0
9606.ENSP00000356780,9606.ENSP00000341805,0
9606.ENSP00000287600,9606.ENSP00000435777,0
9606.ENSP00000350353,9606.ENSP00000378295,0
9606.ENSP00000377047,9606.ENSP00000404220,0
9606.ENSP00000374135,9606.ENSP00000262428,0
9606.ENSP00000344866,9606.ENSP00000358799,0
9606.ENSP00000355927,9606.ENSP00000387641,0
9606.ENSP00000243440,9606.ENSP00000266673,0
9606.ENSP00000312304,9606.ENSP00000299140,0
9606.ENSP00000363694,9606.ENSP00000331849,0
9606.ENSP00000310557,9606.ENSP00000301744,0
9606.ENSP00000480707,9606.ENSP00000234198,0
9606.ENSP00000055077,9606.ENSP00000464577,0
9606.ENSP00000294889,9606.ENSP00000266037,0
9606.ENSP00000231198,9606.ENSP00000444198,0
9606.ENSP00000431140,9606.ENSP00000434435,0
9606.ENSP00000264233,9606.ENSP00000367942,0
9606.ENSP00000491599,9606.ENSP00000328625,0
9606.ENSP00000264027,9606.ENSP00000252804,0
9606.ENSP00000440915,9606.ENSP00000446100,0
9606.ENSP00000221130,9606.ENSP00000300688,0
9606.ENSP00000338807,9606.ENSP00000497008,0
9606.ENSP00000365130,9606.ENSP00000299155,0
9606.ENSP00000471646,9606.ENSP00000326519,0
9606.ENSP00000353942,9606.ENSP00000309132,0
9606.ENSP00000286523,9606.ENSP00000280734,0
9606.ENSP00000291009,9606.ENSP00000332565,0
9606.ENSP00000266744,9606.ENSP00000328111,0
9606.ENSP00000306245,9606.ENSP00000339795,0
9606.ENSP00000342307,9606.ENSP00000216075,0
9606.ENSP00000326806,9606.ENSP00000340864,0
9606.ENSP00000233668,9606.ENSP00000328698,0
9606.ENSP00000382226,9606.ENSP00000475216,0
9606.ENSP00000244360,9606.ENSP00000294339,0
9606.ENSP00000393922,9606.ENSP00000374529,0
9606.ENSP00000357125,9606.ENSP00000335444,0
9606.ENSP00000484687,9606.ENSP00000223073,0
9606.ENSP00000450909,9606.ENSP00000461324,0
9606.ENSP00000353741,9606.ENSP00000306670,0
9606.ENSP00000384849,9606.ENSP00000219476,0
9606.ENSP00000429084,9606.ENSP00000271588,0
9606.ENSP00000369456,9606.ENSP00000251250,0
9606.ENSP00000262947,9606.ENSP00000340271,0
9606.ENSP00000283290,9606.ENSP00000327251,0
9606.ENSP00000336887,9606.ENSP00000222286,0
9606.ENSP00000381436,9606.ENSP00000317376,0
9606.ENSP00000334463,9606.ENSP00000386895,0
9606.ENSP00000394888,9606.ENSP00000360371,0
9606.ENSP00000265602,9606.ENSP00000484056,0
9606.ENSP00000496597,9606.ENSP00000299687,0
9606.ENSP00000265963,9606.ENSP00000352284,0
9606.ENSP00000359498,9606.ENSP00000225519,0
9606.ENSP00000386894,9606.ENSP00000368644,0
9606.ENSP00000299045,9606.ENSP00000363124,0
9606.ENSP00000313140,9606.ENSP00000355893,0
9606.ENSP00000354649,9606.ENSP00000204679,0
9606.ENSP00000265164,9606.ENSP00000454229,0
9606.ENSP00000274368,9606.ENSP00000379441,0
9606.ENSP00000282406,9606.ENSP00000437832,0
9606.ENSP00000480291,9606.ENSP00000338990,0
9606.ENSP00000354878,9606.ENSP00000251642,0
9606.ENSP00000264935,9606.ENSP00000342109,0
9606.ENSP00000312615,9606.ENSP00000290866,0
9606.ENSP00000496577,9606.ENSP00000378897,0
9606.ENSP00000315474,9606.ENSP00000310208,0
9606.ENSP00000393922,9606.ENSP00000422354,0
9606.ENSP00000274008,9606.ENSP00000445725,0
9606.ENSP00000358742,9606.ENSP00000387211,0
9606.ENSP00000315370,9606.ENSP00000350704,0
9606.ENSP00000349124,9606.ENSP00000360922,0
9606.ENSP00000394757,9606.ENSP00000273398,0
9606.ENSP00000341170,9606.ENSP00000360293,0
9606.ENSP00000311648,9606.ENSP00000322251,0
9606.ENSP00000325326,9606.ENSP00000328111,0
9606.ENSP00000246337,9606.ENSP00000307863,0
9606.ENSP00000358862,9606.ENSP00000338185,0
9606.ENSP00000263246,9606.ENSP00000325958,0
9606.ENSP00000383178,9606.ENSP00000363345,0
9606.ENSP00000216024,9606.ENSP00000361540,0
9606.ENSP00000363929,9606.ENSP00000338039,0
9606.ENSP00000497053,9606.ENSP00000342254,0
9606.ENSP00000382646,9606.ENSP00000296238,0
9606.ENSP00000361608,9606.ENSP00000261601,0
9606.ENSP00000301740,9606.ENSP00000339826,0
9606.ENSP00000357691,9606.ENSP00000357588,0
9606.ENSP00000451172,9606.ENSP00000312299,0
9606.ENSP00000401277,9606.ENSP00000358519,0
9606.ENSP00000346127,9606.ENSP00000378897,0
9606.ENSP00000299698,9606.ENSP00000417078,0
9606.ENSP00000323183,9606.ENSP00000294189,0
9606.ENSP00000328111,9606.ENSP00000369871,0
9606.ENSP00000357425,9606.ENSP00000384371,0
9606.ENSP00000305988,9606.ENSP00000491516,0
9606.ENSP00000367991,9606.ENSP00000387471,0
9606.ENSP00000276943,9606.ENSP00000321239,0
9606.ENSP00000307604,9606.ENSP00000353259,0
9606.ENSP00000386433,9606.ENSP00000301281,0
9606.ENSP00000451291,9606.ENSP00000495951,0
9606.ENSP00000495778,9606.ENSP00000307411,0
9606.ENSP00000275560,9606.ENSP00000327763,0
9606.ENSP00000367942,9606.ENSP00000405405,0
9606.ENSP00000277526,9606.ENSP00000311360,0
9606.ENSP00000497443,9606.ENSP00000308193,0
9606.ENSP00000333310,9606.ENSP00000426809,0
9606.ENSP00000315370,9606.ENSP00000293404,0
9606.ENSP00000468411,9606.ENSP00000361599,0
9606.ENSP00000361705,9606.ENSP00000479870,0
9606.ENSP00000369702,9606.ENSP00000331879,0
9606.ENSP00000346335,9606.ENSP00000356130,0
9606.ENSP00000310406,9606.ENSP00000349365,0
9606.ENSP00000414066,9606.ENSP00000265465,0
9606.ENSP00000264993,9606.ENSP00000437832,0
9606.ENSP00000267953,9606.ENSP00000360905,0
9606.ENSP00000287152,9606.ENSP00000499089,0
9606.ENSP00000451223,9606.ENSP00000322170,0
9606.ENSP00000380352,9606.ENSP00000267017,0
9606.ENSP00000381499,9606.ENSP00000413520,0
9606.ENSP00000338967,9606.ENSP00000301887,0
9606.ENSP00000368824,9606.ENSP00000361597,0
9606.ENSP00000385334,9606.ENSP00000452793,0
9606.ENSP00000363391,9606.ENSP00000247843,0
9606.ENSP00000280097,9606.ENSP00000466121,0
9606.ENSP00000481593,9606.ENSP00000420237,0
9606.ENSP00000244360,9606.ENSP00000476384,0
9606.ENSP00000278612,9606.ENSP00000356634,0
9606.ENSP00000265070,9606.ENSP00000341821,0
9606.ENSP00000347778,9606.ENSP00000285407,0
9606.ENSP00000374507,9606.ENSP00000242261,0
9606.ENSP00000359818,9606.ENSP00000366395,0
9606.ENSP00000420267,9606.ENSP00000307567,0
9606.ENSP00000301740,9606.ENSP00000346240,0
9606.ENSP00000352021,9606.ENSP00000334100,0
9606.ENSP00000387278,9606.ENSP00000304327,0
9606.ENSP00000372505,9606.ENSP00000367891,0
9606.ENSP00000361599,9606.ENSP00000301887,0
9606.ENSP00000385510,9606.ENSP00000389014,0
9606.ENSP00000418268,9606.ENSP00000380517,0
9606.ENSP00000305651,9606.ENSP00000254942,0
9606.ENSP00000242351,9606.ENSP00000407422,0
9606.ENSP00000328698,9606.ENSP00000269394,0
9606.ENSP00000357336,9606.ENSP00000261893,0
9606.ENSP00000473185,9606.ENSP00000259605,0
9606.ENSP00000267890,9606.ENSP00000380365,0
9606.ENSP00000223357,9606.ENSP00000346839,0
9606.ENSP00000466025,9606.ENSP00000424381,0
9606.ENSP00000277554,9606.ENSP00000302579,0
9606.ENSP00000307449,9606.ENSP00000356848,0
9606.ENSP00000443411,9606.ENSP00000448228,0
9606.ENSP00000352282,9606.ENSP00000336790,0
9606.ENSP00000236709,9606.ENSP00000473185,0
9606.ENSP00000262177,9606.ENSP00000361761,0
9606.ENSP00000350630,9606.ENSP00000414330,0
9606.ENSP00000363322,9606.ENSP00000269503,0
9606.ENSP00000307199,9606.ENSP00000359392,0
9606.ENSP00000296582,9606.ENSP00000398798,0
9606.ENSP00000427004,9606.ENSP00000371278,0
9606.ENSP00000319486,9606.ENSP00000310649,0
9606.ENSP00000386043,9606.ENSP00000427514,0
9606.ENSP00000264705,9606.ENSP00000344860,0
9606.ENSP00000294702,9606.ENSP00000499548,0
9606.ENSP00000362716,9606.ENSP00000381266,0
9606.ENSP00000351697,9606.ENSP00000298527,0
9606.ENSP00000310110,9606.ENSP00000260803,0
9606.ENSP00000319486,9606.ENSP00000358904,0
9606.ENSP00000257248,9606.ENSP00000287652,0
9606.ENSP00000359401,9606.ENSP00000314901,0
9606.ENSP00000385347,9606.ENSP00000384823,0
9606.ENSP00000447879,9606.ENSP00000339626,0
9606.ENSP00000295981,9606.ENSP00000307288,0
9606.ENSP00000417190,9606.ENSP00000425979,0
9606.ENSP00000320532,9606.ENSP00000070846,0
9606.ENSP00000363642,9606.ENSP00000223210,0
9606.ENSP00000495263,9606.ENSP00000355613,0
9606.ENSP00000283141,9606.ENSP00000393840,0
9606.ENSP00000219244,9606.ENSP00000359837,0
9606.ENSP00000356265,9606.ENSP00000340292,0
9606.ENSP00000354163,9606.ENSP00000250056,0
9606.ENSP00000258169,9606.ENSP00000306884,0
9606.ENSP00000274849,9606.ENSP00000377115,0
9606.ENSP00000156471,9606.ENSP00000365176,0
9606.ENSP00000357682,9606.ENSP00000324302,0
9606.ENSP00000358098,9606.ENSP00000294702,0
9606.ENSP00000483469,9606.ENSP00000363817,0
9606.ENSP00000274368,9606.ENSP00000358904,0
9606.ENSP00000459799,9606.ENSP00000387266,0
9606.ENSP00000462333,9606.ENSP00000259205,0
9606.ENSP00000424381,9606.ENSP00000325612,0
9606.ENSP00000257312,9606.ENSP00000366886,0
9606.ENSP00000328016,9606.ENSP00000466561,0
9606.ENSP00000343248,9606.ENSP00000156084,0
9606.ENSP00000483946,9606.ENSP00000357125,0
9606.ENSP00000249806,9606.ENSP00000341247,0
9606.ENSP00000282074,9606.ENSP00000352447,0
9606.ENSP00000356579,9606.ENSP00000323879,0
9606.ENSP00000362532,9606.ENSP00000453508,0
9606.ENSP00000417610,9606.ENSP00000380437,0
9606.ENSP00000215754,9606.ENSP00000326981,0
9606.ENSP00000431775,9606.ENSP00000320130,0
9606.ENSP00000251250,9606.ENSP00000278505,0
9606.ENSP00000325120,9606.ENSP00000337128,0
9606.ENSP00000381499,9606.ENSP00000407422,0
9606.ENSP00000422037,9606.ENSP00000295900,0
9606.ENSP00000262903,9606.ENSP00000351380,0
9606.ENSP00000285298,9606.ENSP00000499548,0
9606.ENSP00000445162,9606.ENSP00000381089,0
9606.ENSP00000357695,9606.ENSP00000222305,0
9606.ENSP00000298556,9606.ENSP00000386759,0
9606.ENSP00000358301,9606.ENSP00000411152,0
9606.ENSP00000360157,9606.ENSP00000360938,0
9606.ENSP00000286031,9606.ENSP00000482512,0
9606.ENSP00000296776,9606.ENSP00000323302,0
9606.ENSP00000378072,9606.ENSP00000373715,0
9606.ENSP00000385787,9606.ENSP00000302621,0
9606.ENSP00000296582,9606.ENSP00000268125,0
9606.ENSP00000217244,9606.ENSP00000298585,0
9606.ENSP00000216442,9606.ENSP00000230640,0
9606.ENSP00000298585,9606.ENSP00000358535,0
9606.ENSP00000264995,9606.ENSP00000306523,0
9606.ENSP00000318234,9606.ENSP00000457408,0
9606.ENSP00000248444,9606.ENSP00000368517,0
9606.ENSP00000358072,9606.ENSP00000363124,0
9606.ENSP00000403323,9606.ENSP00000361473,0
9606.ENSP00000334072,9606.ENSP00000342392,0
9606.ENSP00000382140,9606.ENSP00000347602,0
9606.ENSP00000295746,9606.ENSP00000420714,0
9606.ENSP00000364691,9606.ENSP00000354621,0
9606.ENSP00000219240,9606.ENSP00000498083,0
9606.ENSP00000312367,9606.ENSP00000393785,0
9606.ENSP00000492220,9606.ENSP00000367104,0
9606.ENSP00000484411,9606.ENSP00000331369,0
9606.ENSP00000256722,9606.ENSP00000301244,0
9606.ENSP00000263932,9606.ENSP00000372482,0
9606.ENSP00000299824,9606.ENSP00000376911,0
9606.ENSP00000265038,9606.ENSP00000285873,0
9606.ENSP00000252996,9606.ENSP00000481721,0
9606.ENSP00000357907,9606.ENSP00000382485,0
9606.ENSP00000258418,9606.ENSP00000348538,0
9606.ENSP00000386156,9606.ENSP00000350547,0
9606.ENSP00000361857,9606.ENSP00000444565,0
9606.ENSP00000498019,9606.ENSP00000341044,0
9606.ENSP00000312981,9606.ENSP00000310657,0
9606.ENSP00000280377,9606.ENSP00000311436,0
9606.ENSP00000264731,9606.ENSP00000346550,0
9606.ENSP00000365924,9606.ENSP00000335808,0
9606.ENSP00000369545,9606.ENSP00000358716,0
9606.ENSP00000317817,9606.ENSP00000311862,0
9606.ENSP00000489429,9606.ENSP00000418582,0
9606.ENSP00000417980,9606.ENSP00000226193,0
9606.ENSP00000373783,9606.ENSP00000432660,0
9606.ENSP00000319341,9606.ENSP00000312778,0
9606.ENSP00000469998,9606.ENSP00000390722,0
9606.ENSP00000461433,9606.ENSP00000307567,0
9606.ENSP00000351905,9606.ENSP00000264433,0
9606.ENSP00000331268,9606.ENSP00000261596,0
9606.ENSP00000356641,9606.ENSP00000461324,0
9606.ENSP00000259526,9606.ENSP00000359295,0
9606.ENSP00000358335,9606.ENSP00000361473,0
9606.ENSP00000382770,9606.ENSP00000362441,0
9606.ENSP00000228027,9606.ENSP00000371859,0
9606.ENSP00000445002,9606.ENSP00000330753,0
9606.ENSP00000357348,9606.ENSP00000490083,0
9606.ENSP00000267889,9606.ENSP00000306884,0
9606.ENSP00000229758,9606.ENSP00000378888,0
9606.ENSP00000297347,9606.ENSP00000356130,0
9606.ENSP00000321449,9606.ENSP00000265070,0
9606.ENSP00000450742,9606.ENSP00000370200,0
9606.ENSP00000498382,9606.ENSP00000306864,0
9606.ENSP00000384513,9606.ENSP00000358217,0
9606.ENSP00000448248,9606.ENSP00000349078,0
9606.ENSP00000418287,9606.ENSP00000466907,0
9606.ENSP00000361770,9606.ENSP00000418018,0
9606.ENSP00000321962,9606.ENSP00000216259,0
9606.ENSP00000301012,9606.ENSP00000335044,0
9606.ENSP00000361083,9606.ENSP00000275525,0
9606.ENSP00000419153,9606.ENSP00000346027,0
9606.ENSP00000489024,9606.ENSP00000482232,0
9606.ENSP00000259631,9606.ENSP00000219599,0
9606.ENSP00000375978,9606.ENSP00000278865,0
9606.ENSP00000419705,9606.ENSP00000375081,0
9606.ENSP00000322229,9606.ENSP00000368920,0
9606.ENSP00000372505,9606.ENSP00000313500,0
9606.ENSP00000402855,9606.ENSP00000428585,0
9606.ENSP00000259667,9606.ENSP00000350676,0
9606.ENSP00000286398,9606.ENSP00000366395,0
9606.ENSP00000383364,9606.ENSP00000287713,0
9606.ENSP00000238789,9606.ENSP00000343899,0
9606.ENSP00000352021,9606.ENSP00000322170,0
9606.ENSP00000168216,9606.ENSP00000298875,0
9606.ENSP00000255030,9606.ENSP00000355866,0
9606.ENSP00000417764,9606.ENSP00000167106,0
9606.ENSP00000296591,9606.ENSP00000235310,0
9606.ENSP00000245544,9606.ENSP00000221494,0
9606.ENSP00000326604,9606.ENSP00000469158,0
9606.ENSP00000340279,9606.ENSP00000361036,0
9606.ENSP00000496921,9606.ENSP00000327959,0
9606.ENSP00000377954,9606.ENSP00000409555,0
9606.ENSP00000346667,9606.ENSP00000366902,0
9606.ENSP00000254521,9606.ENSP00000368868,0
9606.ENSP00000385636,9606.ENSP00000424381,0
9606.ENSP00000347810,9606.ENSP00000315569,0
9606.ENSP00000297591,9606.ENSP00000387365,0
9606.ENSP00000348216,9606.ENSP00000445002,0
9606.ENSP00000266022,9606.ENSP00000251691,0
9606.ENSP00000368135,9606.ENSP00000494382,0
9606.ENSP00000350049,9606.ENSP00000349616,0
9606.ENSP00000265029,9606.ENSP00000355925,0
9606.ENSP00000377640,9606.ENSP00000366475,0
9606.ENSP00000477538,9606.ENSP00000463051,0
9606.ENSP00000266534,9606.ENSP00000362574,0
9606.ENSP00000295757,9606.ENSP00000412237,0
9606.ENSP00000317636,9606.ENSP00000318804,0
9606.ENSP00000334836,9606.ENSP00000441269,0
9606.ENSP00000331358,9606.ENSP00000376035,0
9606.ENSP00000323300,9606.ENSP00000252971,0
9606.ENSP00000424737,9606.ENSP00000265026,0
9606.ENSP00000381032,9606.ENSP00000359050,0
9606.ENSP00000317614,9606.ENSP00000216044,0
9606.ENSP00000287139,9606.ENSP00000339830,0
9606.ENSP00000300651,9606.ENSP00000296327,0
9606.ENSP00000299084,9606.ENSP00000350949,0
9606.ENSP00000305230,9606.ENSP00000345470,0
9606.ENSP00000479322,9606.ENSP00000344215,0
9606.ENSP00000323183,9606.ENSP00000322706,0
9606.ENSP00000402653,9606.ENSP00000366715,0
9606.ENSP00000266534,9606.ENSP00000324693,0
9606.ENSP00000347872,9606.ENSP00000482133,0
9606.ENSP00000274242,9606.ENSP00000265986,0
9606.ENSP00000440864,9606.ENSP00000288235,0
9606.ENSP00000262965,9606.ENSP00000416050,0
9606.ENSP00000361522,9606.ENSP00000362760,0
9606.ENSP00000442699,9606.ENSP00000295240,0
9606.ENSP00000361800,9606.ENSP00000376103,0
9606.ENSP00000385347,9606.ENSP00000454062,0
9606.ENSP00000255390,9606.ENSP00000270631,0
9606.ENSP00000407560,9606.ENSP00000299138,0
9606.ENSP00000373565,9606.ENSP00000287437,0
9606.ENSP00000223357,9606.ENSP00000229281,0
9606.ENSP00000336799,9606.ENSP00000405405,0
9606.ENSP00000259632,9606.ENSP00000265827,0
9606.ENSP00000382476,9606.ENSP00000368686,0
9606.ENSP00000271532,9606.ENSP00000216075,0
9606.ENSP00000204517,9606.ENSP00000291565,0
9606.ENSP00000262947,9606.ENSP00000497641,0
9606.ENSP00000352039,9606.ENSP00000472808,0
9606.ENSP00000362656,9606.ENSP00000298832,0
9606.ENSP00000356658,9606.ENSP00000449381,0
9606.ENSP00000358703,9606.ENSP00000391800,0
9606.ENSP00000261427,9606.ENSP00000364813,0
9606.ENSP00000316842,9606.ENSP00000335203,0
9606.ENSP00000270631,9606.ENSP00000332979,0
9606.ENSP00000280377,9606.ENSP00000275560,0
9606.ENSP00000356780,9606.ENSP00000283921,0
9606.ENSP00000437532,9606.ENSP00000296786,0
9606.ENSP00000046794,9606.ENSP00000277903,0
9606.ENSP00000316779,9606.ENSP00000350005,0
9606.ENSP00000338030,9606.ENSP00000228705,0
9606.ENSP00000369702,9606.ENSP00000292401,0
9606.ENSP00000385923,9606.ENSP00000263401,0
9606.ENSP00000369075,9606.ENSP00000478458,0
9606.ENSP00000309124,9606.ENSP00000318884,0
9606.ENSP00000481626,9606.ENSP00000254657,0
9606.ENSP00000262198,9606.ENSP00000274376,0
9606.ENSP00000176763,9606.ENSP00000271234,0
9606.ENSP00000333310,9606.ENSP00000412673,0
9606.ENSP00000490744,9606.ENSP00000360488,0
9606.ENSP00000221566,9606.ENSP00000382646,0
9606.ENSP00000353785,9606.ENSP00000445622,0
9606.ENSP00000322937,9606.ENSP00000377617,0
9606.ENSP00000306999,9606.ENSP00000356634,0
9606.ENSP00000264864,9606.ENSP00000259467,0
9606.ENSP00000306983,9606.ENSP00000461324,0
9606.ENSP00000319240,9606.ENSP00000381247,0
9606.ENSP00000278618,9606.ENSP00000359295,0
9606.ENSP00000484710,9606.ENSP00000374274,0
9606.ENSP00000342254,9606.ENSP00000359339,0
9606.ENSP00000369545,9606.ENSP00000295927,0
9606.ENSP00000410216,9606.ENSP00000358098,0
